ID,MD5,Ransomware,Ransomware_Family
91,f7f2dbe66b60e9a576d05e05e7f51ab3,1,CryptLocker
92,ebf114d7dafc3c9a8df9b94b0a7d8560,1,CryptLocker
93,e51a1233a965d777bc9ba115db87ca10,1,CryptLocker
94,43ce7a42d275d1351de591b3b5d2661d,1,CryptLocker
95,fbf9833409e39b8ac4301eeaaae9c960,1,CryptLocker
96,b689050b89ce00dd84229aae23e28d10,1,CryptLocker
97,daf61f850494910d5dc608ebfee016fc,1,CryptLocker
98,e1dc0f416e6f924ebfc446e8580a1b30,1,CryptLocker
99,ec802aa2f390c596dc9bdd248a759d23,1,CryptLocker
100,b2dac7e4dd811c3d5a86d0325c398de0,1,CryptLocker
101,c81a9770f4ed3cd060576742372a195e,1,CryptLocker
102,36c2a25cbea54dee892045cdeba0ea14,1,CryptLocker
103,a7e5c5790b4a255d998f43cae04fbfab,1,CryptLocker
104,ef420f7c721a1441243a17057dfc7f52,1,CryptLocker
105,385966adcd8b5c7e416894464b726a01,1,CryptLocker
106,06fb36e0a16c6cf57d43c31c809a3aa2,1,CryptLocker
107,fbd3090593d81145cb58031a4c01a0e0,1,CryptLocker
108,206b5136095cb2bcfb902c8ffb218163,1,CryptLocker
109,d688913c14f5b005e84ecb3a7a65f9c1,1,CryptLocker
110,fcdf64e8b0e81e9352e658982dace80e,1,CryptLocker
111,bb5f700bb2d5b858d0e7c6fdc97fecd0,1,CryptLocker
112,ba91667a457e9ccb47630e07d91a0c0e,1,CryptLocker
113,e6cb40527793c0ca8646815e15cf5158,1,CryptLocker
114,de1559d28ba5307580461c418f7b2d50,1,CryptLocker
115,4839995ba2009a936e1bd39cba4d7528,1,CryptLocker
116,b3ada1b162dd504af693b3f5ee8453b7,1,CryptLocker
117,b153b875f775a6689d29da8938aa4bca,1,CryptLocker
118,84ebbb4a923a2a5ffdb37b1eb6dd9044,1,CryptLocker
119,ba0315c4d8c9466a6a8ca18366032de1,1,CryptLocker
120,b5081a0d291ba99139f19ee3fdf2f3f6,1,CryptLocker
121,d9a0356acc56a5a9c5a297a42f958473,1,CryptLocker
122,ebdefb7bb70624372b9f819011138e8f,1,CryptLocker
123,fcac953c67e5817b00f75e3053b33af7,1,CryptLocker
124,b329956d47a2f17f567c3473956a0be3,1,CryptLocker
125,49cf9833d8aa48f89cffc2e58ed93f5e,1,CryptLocker
126,0652efbc62899e57b3f03e35cc210794,1,CryptLocker
127,d87298dd8b8f4022e0408a3f1fbe1500,1,CryptLocker
128,bebfc597fe6ef45d0e97a5f660ba91d0,1,CryptLocker
129,55841d5818935938e350943471785894,1,CryptLocker
130,dd1d12f298c2c3a695975f9e60cd8b78,1,CryptLocker
131,7011c1db9b31a7100bd7a3cb3093f300,1,CryptLocker
132,e91b642ba66d011b2955562922383410,1,CryptLocker
133,b37db4d00ce959ca9158eaf67255a8e0,1,CryptLocker
134,31559db5ce662400dccef6f781b4218d,1,CryptLocker
135,b9665caea76f34c8f6f472be716ea4c1,1,CryptLocker
136,df1ed866fc76a10e0103a3e1cb95c28d,1,CryptLocker
137,72a6900406cb1dde76adc6ab4cc312a4,1,CryptLocker
138,4e58e8eacf3258216bcb2424a16ddf20,1,CryptLocker
139,6292d00ac010b090f6a549497949c7b0,1,CryptLocker
140,cfdbe628e53eb3ba0ad143a8fd28eb30,1,CryptLocker
141,b094ace933adf74d8490b7b1b4910ea0,1,CryptLocker
142,3df20ee45922566b4a702d6f3b7c9850,1,CryptLocker
143,f14897d80e1a234c16cd90bb49cd88b0,1,CryptLocker
144,4c7b95f08c6adcd75e9e9feb78857290,1,CryptLocker
145,c499b5fa9d73776ce85d9344c3936630,1,CryptLocker
146,bccb15ea61db129fcf5130e7e7a0c380,1,CryptLocker
147,db70635e8bc2b2b8d71b1eac71ce2477,1,CryptLocker
148,fcf573aabcadf2ab280fbc44635efe11,1,CryptLocker
149,3d5f04d8d380b84b4d74f35cd9bc2b59,1,CryptLocker
150,f267f725d69921556f969b3f9425dbb4,1,CryptLocker
151,c6183fce30540a3ba5af503283f9032e,1,CryptLocker
152,c79e48364aabba71879d282d6d2c7665,1,CryptLocker
153,bd632157084559e47232e1b5eac36eb0,1,CryptLocker
154,eb876a73890f22a4900c9e6e3d9473a9,1,CryptLocker
155,f8683ea9326fcb03485622a8eece53f1,1,CryptLocker
156,df809cafb2bb0adbb616635e3b16ab8a,1,CryptLocker
157,b9a15222db77fe79a81feed3fced9c39,1,CryptLocker
158,aea8ab12edf294ddb2804d6618fdd247,1,CryptoWall
159,2a2b0c8f4a6e765b810a81ef7d2449fd,1,CryptoWall
160,ef466d9b0cebfcbae016649d34a161b6,1,CryptoWall
161,fff891cc1fded5c7e8625b21606bdbac,1,CryptoWall
162,fdb15408a22b5f4396f549d68ad126e0,1,CryptoWall
163,13e1538d403a3618db92ad0700f08b5f,1,CryptoWall
164,80b8411b1b2b94af31f9abebc45e12fd,1,CryptoWall
165,ef978c66dbd14bc6af14edfbaab08780,1,CryptoWall
166,15498158598632df42dd416de292d24e,1,CryptoWall
167,2104c98cf906bb7d3a88b7e471e8e316,1,CryptoWall
168,6374833fa3cfdee0c008a01cfeac98c0,1,CryptoWall
169,ed74b74d02b91b3fbfddc94484f031e0,1,CryptoWall
170,deec2a79f1cfbdc8dced0f68ec908a28,1,CryptoWall
171,2a59d4ed30a0353f69cce57ad83831ea,1,CryptoWall
172,b594b2e759271166e40383ec952dcce1,1,CryptoWall
173,1dbf99bb878f7cad04ba363045556071,1,CryptoWall
174,ed3aa0dae49ef9bea25539a10c5ae770,1,CryptoWall
175,2653b0e170899c2b5eab42d5c2f618c3,1,CryptoWall
176,ab201e3e84433991dfa2536271aff49c,1,CryptoWall
177,f765d0964da98f837eff66ffd6308d70,1,CryptoWall
178,945e85609572a3eb62192a924be9369b,1,CryptoWall
179,1ed26a4e67e250c66e2f80199c5cf289,1,CryptoWall
180,522fc085868e6810bbe2e38aa489a7fb,1,CryptoWall
181,9e22ba4ab55fbb22cdb1f2f028ea2c08,1,CryptoWall
182,a39f7f890e4aa66827afb5511ec8623b,1,CryptoWall
183,ee5be0095669fb4456d2643359a174be,1,CryptoWall
184,f730299cedf8cc643cc8ca614b220468,1,CryptoWall
185,6fae4aed182cb0df0ed705acadee2fde,1,CryptoWall
186,23a14d08db5657d26e7ae10956f7b68a,1,CryptoWall
187,ec8f375201e7fc6d1442c6ce573d0727,1,CryptoWall
188,2d814564ff4574bd423496bdd6105c24,1,CryptoWall
189,7cfdbe70c123d2c7d1c25d8983b09395,1,CryptoWall
190,f22e932fcc7a71ec2ed1ac8b8add265f,1,CryptoWall
191,ee78fe57aa5b2e08f161bdeb2e694440,1,CryptoWall
192,f8748b66e6a448cd08f480c27cf4d380,1,CryptoWall
193,a91e89a5689b0e67cff0875a90ed2127,1,CryptoWall
194,88c8b75a7ca328fce685e2db0515e305,1,CryptoWall
195,865b05b0015408b8e4724b0d6e2b2035,1,CryptoWall
196,8f7e9555ed15171f5bd715a723c78aca,1,CryptoWall
197,9137b1bb5f43a7a81232e08459307f25,1,CryptoWall
198,a657e6cc1536a52ce55643b61653a17a,1,CryptoWall
199,70e94f2ed65211ee0b4ee143fa6d300b,1,CryptoWall
200,aba1a04847ebb0a329971557f0965c82,1,CryptoWall
201,7bcc8cf9cd2e4ad697e99f25730038da,1,CryptoWall
202,fd53ca2dca3180a488112cc4ae4cb8f0,1,CryptoWall
203,45bc714953a3fd5df199d8bc8af6a1d0,1,CryptoWall
204,f78046c221d06596a47bbeb4288defb0,1,KOLLAH
205,f3d7df9f1882e9f753b19b89aaad6215,1,KOLLAH
206,f8330a82b7b7f6f7f8f249b650d95a97,1,KOLLAH
207,08401f7f7393048d0ac7716abc3a0648,1,KOLLAH
208,7d09214052f036749a287e6dd8ad8cb0,1,KOLLAH
209,f9f1d58b27b7032f2c0006d104232560,1,KOLLAH
210,0514927422bcc62e5d22e1e8c6da5f43,1,KOLLAH
211,db8b0d2fe138e4f32440cacebb30c2ee,1,KOLLAH
212,fd36eee0e9b687219cfefd4a2f1a5a0c,1,KOLLAH
213,e7c688ecc01980b2824e308c2f80c0c0,1,KOLLAH
214,e852c78346f4453a6e26ead69be8b0f0,1,KOLLAH
215,ebffc4a72a5483f7e19b37435f45b0bd,1,KOLLAH
216,6c146b8855357d40d8e7a59bae883da2,1,KOLLAH
217,1bdd649573714d8929cf9a1b18a72d90,1,KOLLAH
218,db88c691343bfd657a1cf2566ba13da9,1,KOLLAH
219,fa69de24ede5d7a7149617d17b67db00,1,KOLLAH
220,6f44757d93c8dab96f48cb310a8e414d,1,KOLLAH
221,193daba2707b1b073984b09782dee346,1,KOLLAH
222,ea34c557482947fd09af9a55de76c585,1,KOLLAH
223,9df04a7f72cd76133b313f5aeec0e6f3,1,KOLLAH
224,ef0d5030b2788d6c226839b18c7852c0,1,KOLLAH
225,ee351b2cc030407176271a335bc154a2,1,KOLLAH
226,e7d071e002eb7b60dfcff4d9a5929dbe,1,KOLLAH
227,ec1455ef59ea402505aefa47985f2bd0,1,KOLLAH
228,db77db775e38070fe085faab5e05d765,1,KOLLAH
229,d1510b299e8570afd352d20d516f6f48,1,Kovter
230,ff189061d35cff903af5d25858d6c484,1,Kovter
231,af7c40ca4ec4665ed819a9eb6409b587,1,Kovter
232,9e9db0e6aeeb1ef625d0b92739fb2a93,1,Kovter
233,6d0d13f4fb5ccc57a7bee6195ff41e99,1,Kovter
234,f7ac15f0065ebc1c4e7ceb23bfb71975,1,Kovter
235,241c6ac41922a71605e02840dd80e2f0,1,Kovter
236,53df46eca1aa6ce88f08bf660e597494,1,Kovter
237,29160abb461b01e29098ed3cd8d474e6,1,Kovter
238,c7c3a47ece2caab5e30c351a9fc0b885,1,Kovter
239,7ffb1799f23dc59c536ee492f97c4c92,1,Kovter
240,65e5113f77b35621d12675447bcd52ef,1,Kovter
241,1eceeb4901686cad6979f3db0574b4ea,1,Kovter
242,67ab8dd615923a5e91e33f8a284882b4,1,Kovter
243,56f0c40f508f8c1321bd984c3b598e53,1,Kovter
244,c4d9811ebe4a6af8037c7eef8aa585aa,1,Kovter
245,1d8e332ad2ae1877c94bb2e98e580c90,1,Kovter
246,d9f39c323183524f3772072d5e3fa971,1,Kovter
247,d908af88f6cdfc9e7ff0776f08c980fc,1,Kovter
248,ae5b5fd7f9920248471de0b3a4df8ed9,1,Kovter
249,fa9693f900573b143bfda4abb33d5260,1,Kovter
250,f36443853cc774237e1f673ec8e3df0e,1,Kovter
251,fc5074b6ebdc552dd3345e4e958c28aa,1,Kovter
252,ded0c2007982c5aa7a31c5b402c8b61f,1,Kovter
253,df2c98b059e803414d356f106ae01eba,1,Kovter
254,54be0fe0272463ecae2710788dcc4647,1,Kovter
255,9c0b52e2641c1545d24a40b31001f10f,1,Kovter
256,f0a315f8668d57ca64c74eccedf91638,1,Kovter
257,82cc48d8c5a0a601e27d478bd020c2ff,1,Kovter
258,1d3555da8d4891df29835524e22100ca,1,Kovter
259,2bd43b4be0792fbdc9c960a8c1eae803,1,Kovter
260,f073c96b8487be3656ce9c5fe59fae39,1,Kovter
261,472e4cd18d0886c9435008fe8fbc26e1,1,Kovter
262,d0976cddf7044d584eff15fc09bf17fb,1,Kovter
263,ffd75e11bec6159290965ef5cfcb1915,1,Kovter
264,a8eb7ad879f0e33ac4f9477a8947fff5,1,Kovter
265,fa427a61d8880e1025f092ca21d1e300,1,Kovter
266,fefcd2fcd4904bcf1a5d5d7090949eb6,1,Kovter
267,b4c537eb4c93fba424764cd9cf2c5215,1,Kovter
268,4655109b1cb762ff6230d6ee1394388b,1,Kovter
269,0731da3438a53141fd7d84fa0b5fa014,1,Kovter
270,739522ff1bb4b338832a3e0703a05ffe,1,Kovter
271,fb71989f658b0c5c08c8c79561dac270,1,Kovter
272,caac108236a5be7a4a86d9480cf83e72,1,Kovter
273,b0b97a3c4739fbcd9e7db5049c0d1f25,1,Kovter
274,9c32f3970d647bec5fbefac1f04d81b9,1,Kovter
275,57b1e421d8dbc5520a9d4d97bda04eff,1,Kovter
276,2de39caba1d56a9b862640e6daa5c523,1,Kovter
277,9aceb7af86c28f4ff8625e7accf79ae0,1,Kovter
278,57e1fc1b99b335630574616271e911cc,1,Kovter
279,8dfc85c4c9734efb900568107893cad3,1,Kovter
280,47abc33a83064ee2805ba5f76db47fa6,1,Kovter
281,b4328ff7a37e6b189fbd31485ca49f94,1,Kovter
282,fa1f1b570820b3885d3793aab8ac37e9,1,Kovter
283,c3a5d230b989607084be229a83371a41,1,Kovter
284,7f232afc54723400f00144eb0eab2b74,1,Kovter
285,ca3ef0d5af03d9d1bc185e30ac4edb13,1,Kovter
286,44a014e119af8d2bc283d84b37117c13,1,Kovter
287,6f8d792f938f79a1a20c8d1467179cc6,1,Kovter
288,13ceae09e2cc6f7d6aeb8fdfaab9012c,1,Kovter
289,5e46e23fd2c54338b6a1983e18ab0fa5,1,Kovter
290,fce60197a802fa0e0c0f9d68359e82db,1,Kovter
291,03b51198aace5049b028dc6da133c815,1,Kovter
292,fae832909f55e6c0135e29df44ca4bbd,1,Kovter
293,886b02878836e8bc1e06ccfe73cf1d5b,1,Locker
294,4d36c89ec1915d018b47fc1ddd685234,1,Locker
295,3f82790d2d8ad5ddd17b11c911e4352d,1,Locker
296,74b23514e6e5199c3ddd22361128f9bc,1,Locker
297,f08577c753c73a14eeb958451635a1c4,1,Locker
298,70975d8bdeeb40cb55044f569ddb585d,1,Locker
299,96e5a9de91aa21b8d59e5680bc8e98a0,1,Locker
300,fe26327c3e175af16967ee690a9671d0,1,Locker
301,c2438a77e701fab954f516df8be85e6e,1,Locker
302,74ee23f11d7964ab2328341eda4b44b1,1,Locker
303,c2a42a0dd7785ce0cc783f17f4fbe355,1,Locker
304,f006e2c76a4dfe750c08130826d0eb34,1,Locker
305,a4c1452050618d1cd5c86c2bb0482062,1,Locker
306,7574bcabb68d64a74f6948938a67cae1,1,Locker
307,c198fadeff984c2465f2e1ebedf4c601,1,Locker
308,4daabf35a0b606a5c807564e1c5293f6,1,Locker
309,fcc93a5a4d010b2de2e8cebca6599f20,1,Locker
310,0b54a6f62c6b7150d06ad876e81b21cc,1,Locker
311,b2c47014b08b78bc7e350f07596273e0,1,Locker
312,4706adc3668da0e911f888d5d7acbe7d,1,Locker
313,fc1d377b1213b008c8e6b4cbb2092551,1,Locker
314,40d54310207ce89061bad88550242264,1,Locker
315,771c27201a8bdb2e3adb45f8abbdf118,1,Locker
316,a3b240186ef2c7c470aaec5b25ebfffb,1,Locker
317,6d39e2fabd738f6e5242b31d4743a152,1,Locker
318,0a164f674221a6a23b86a73bea05c913,1,Locker
319,3769d77331279bd1dd5baa8e08495dea,1,Locker
320,f28546e6e56bb5e14d8585c10c449d72,1,Locker
321,d3552bc70d3345c88f462e270459c953,1,Locker
322,34801b671c5f2a28338570c4c8677e8f,1,Locker
323,2e922ffc0c31a82da57bf3db10b682d6,1,Locker
324,08cfa6421607a8405cbb20ac4e2864eb,1,Locker
325,a1b111bd003779ccc4e6c6fe4713e92b,1,Locker
326,f67504657cce5ba27f12e026d3a73559,1,Locker
327,af5f92145423675d01f09396426d6847,1,Locker
328,f570ca1031fc7d2b518271b43e6753de,1,Locker
329,d4dfc17c79bf9e45ea169a7dfb8731a0,1,Locker
330,d160e20c6caead34681a07cf19299e5a,1,Locker
331,2f7efd6ba29680659d2aa0a1c246a56b,1,Locker
332,b3d7fdd5a521e434e2637b57209babb3,1,Locker
333,ff8fd0f6c996b58c9a3bfeee89b09c10,1,Locker
334,d8a33a1bd41cfa5408be35cc32a2d79d,1,Locker
335,6e91bad26a5b5a0f30650a7c515066b3,1,Locker
336,055eb2a4df678c114d42706d3ce97af7,1,Locker
337,749ed7635492a5ca669798564d8b0350,1,Locker
338,142f4b80695d9a7550c14ab3585b91e5,1,Locker
339,0e3afd506ecb079ee78ef2d754e6faa0,1,Locker
340,f4a0d8288e81387c734062a30053b1a3,1,Locker
341,283bc9cab2205ddc75fbf94e750e5d1f,1,Locker
342,fdabf5464c3008252aaba28507f91fd9,1,Locker
343,2ba1323981f15a8627a5afbde1202975,1,Locker
344,f427389f34839bc22dcf3d85395fa690,1,Locker
345,15e60a491d86793e4c9e9f0eed583a76,1,Locker
346,4fe615945e2db628438a052b35a6a4a7,1,Locker
347,af7f30b98c732f91bfbad156cf2fb04c,1,Locker
348,e83af7c559a427f1fd9d6b0276970f90,1,Locker
349,07197bc744f8676fad05418c5b1226ef,1,Locker
350,924e2296d6403974efd4aa913750e7a1,1,Locker
351,a7e6cf7cccfcb670b613a906c4338d7c,1,Locker
352,f7b285f18d782490a3faeac74f9ab270,1,Locker
353,4f8895bff54b9f64de794aa15f9c1c70,1,Locker
354,66686711bfb8b06bb86fcd5a13ed4289,1,Locker
355,7e021d0057e5b87e87cc4076cb992c1a,1,Locker
356,12abb56df45ad14c4e9b69da33992af0,1,Locker
357,69b47e95df57766f8521071b96198ec0,1,Locker
358,fef75b22e7c3660f8007137922cbaf5c,1,Locker
359,24423c8183e4b8922de64e18160bae53,1,Locker
360,f340210fcef67b3fd36b71f60b948900,1,Locker
361,eb16220b130364b483a88a2d6a7e84f1,1,Locker
362,e84e498e8eb75388fb7591f121ae9207,1,Locker
363,428559df255a6561aa7cab2306282bac,1,Locker
364,6d01c79f77581fa43c5591e95968b63f,1,Locker
365,a581a79a5344feb377d2ba76eb3cdd88,1,Locker
366,f6b8d4a840d82f77aa629689d5662130,1,Locker
367,afbda4b02104c0c71c362e079f89c33b,1,Locker
368,fbfe97697155c53aae25177055f8e3b1,1,Locker
369,ab19d4585e56ec9f64391a7bfc4e3c35,1,Locker
370,8598859f4c19a2c47a32fec7b6be499d,1,Locker
371,86923547af684452157171baac59961c,1,Locker
372,d2d845016cd303a9822db865b45e556d,1,Locker
373,fa7c23e622cf60f182d9b7af63b37d90,1,Locker
374,5268f9a9785a2a63b38b1cf1b974fad0,1,Locker
375,08c1ca2bffcdedb551d6ef4216b07911,1,Locker
376,fc7b57b869b25078ef570f8677764e8e,1,Locker
377,ff1217bbc0633c909546dbc39d2ee6bb,1,Locker
378,136830e14b1e1f7b5fd31856fd66c5a4,1,Locker
379,975aa9b817ac75de91e73c08b795af0c,1,Locker
380,fe458cc3011da891b580e0fd14471fd5,1,Locker
381,f4286e3e334f973e6bb3d64454273cc0,1,Locker
382,e75f9ddbc5b97b5144b05e93791470d5,1,Locker
383,628ed69722158d3ccbe4d8a62078ab51,1,Locker
384,f8a62933659e283fb8815c85d895c950,1,Locker
385,69b1624dad1004e294c16f0909af8f50,1,Locker
386,00476ad143395020b403933028715e9a,1,Locker
387,063a532bb36970c1a3db613aa8f4c05e,1,Locker
388,0fb4fa4ac415b16ae4cd0b14f2dd7b32,1,Locker
389,f52e4af90e6daf3c05971be21b334670,1,Locker
390,bc5734bcc7e2d8e2e208ea483a09b158,1,MATSNU
391,a864077a8b7d702f2db8dc868049672d,1,MATSNU
392,a4d802981a76d8ecb47871fda35c99d8,1,MATSNU
393,9de699ef09f54e3fdd84cf7c2750bfee,1,MATSNU
394,fb665637e25d9b856e635d52512fb320,1,MATSNU
395,f8da21ba71ebf3727971bce9d9724c3e,1,MATSNU
396,fdd4fbfc35e05da4b77deb9cdae89390,1,MATSNU
397,5c38c88d1de4970579bb155996cfb550,1,MATSNU
398,f7c997f81d95663bc8f57c94f83946b0,1,MATSNU
399,f55a4cfc8125cf927f9b632f026cf3e0,1,MATSNU
400,54c10c2f741ce18c6596e73c4fd083db,1,MATSNU
401,f7539ee27967b19a234342a13d8541a0,1,MATSNU
402,fca9c2649ed7e18535bf4c745e16be50,1,MATSNU
403,088ee14f59604a5fad42edd1d3b9467e,1,MATSNU
404,fe5c6b35be61fe6b26c66c1f77416f05,1,MATSNU
405,018cb8a80fb37b5bc93577be1a4537f2,1,MATSNU
406,9f2bba8eff09a5a629aeefa3846a080d,1,MATSNU
407,93c3d81f9c7f0c69989c8b41e04ce471,1,MATSNU
408,c63dd21d13100728828b2937482e017c,1,MATSNU
409,f6b6aca1654ef18fcbe6855217971f50,1,MATSNU
410,a97e0f078d1bd42e0c004598e01d942e,1,MATSNU
411,eac1ea433b69fc5b7479f9ebf2804c15,1,MATSNU
412,f58e3e28a70e188ae707d4e6020318f0,1,MATSNU
413,f77b5209cb1ae00fc1f5c598df243030,1,MATSNU
414,fea1608830f74a2fb887115b9cf38e80,1,MATSNU
415,bf70eeddab5404a33cfbd39ced8c5f41,1,MATSNU
416,451d524f2b5353246c7eeea503e752b4,1,MATSNU
417,f2ed2531d6d8e423d268b5a051a75d40,1,MATSNU
418,bf28a351214372f5ffd4e4011601a8e4,1,MATSNU
419,fce913371f90e5fe1464f04622903720,1,MATSNU
420,f4b93dae71a92326864eb72a2a27e951,1,MATSNU
421,bf98ed9ba7dd102fc9dd7cdc57810203,1,MATSNU
422,f05558ca4e5ee463a6a1e0cd375a9d27,1,MATSNU
423,d56bf4a6522eb58a245810abab8419b3,1,MATSNU
424,a804f34778af2e79285fc1322f1b412e,1,MATSNU
425,514bdcbd5fd35c79997c574e746f41a0,1,MATSNU
426,31fbc8373e85acfc7a4a62cfc1d42080,1,MATSNU
427,78beaf8d36f44ec7982289e7fb4ce8d9,1,MATSNU
428,6710c97332239658ffab8b75d51662e7,1,MATSNU
429,d6d3a8fc5479a7606b674139772f52bc,1,MATSNU
430,f24cbd627cb5c0f4e1ea6d290a66ee20,1,MATSNU
431,fb0bd94e4e7541fe76025147890e120b,1,MATSNU
432,37fa86ca46c038c70d0ff71c9de77f13,1,MATSNU
433,ff89522dfca6c66f1396f83a59e2712f,1,MATSNU
434,ef17e3409c37ab9b81d353e3eddc512f,1,MATSNU
435,cc6c81a4ac18861a1961fa313ec4c2cb,1,MATSNU
436,72cedbe987be5b71e9e2fab817989866,1,MATSNU
437,fbf69eee46044b6a030e86a5fa409e20,1,MATSNU
438,e36caecfe8a2664bb12217360e3c06dd,1,MATSNU
439,fb8eac2f0f894d263b779df1ee648151,1,MATSNU
